table_id	distance	counterfactual_hypothesis	counterfactual label	original_hypothesis	original_label	strategies	counterfactual_table_rows
T544C	0.13546012897839008	Despicable Me 3 first made its box offie run starring in the summer of 2017 and is to 90 mins long.	E	Despicable Me 3 first made its box offie run starring in the summer of 2016.	C	000100	['Release date', 'Running time']
T544C	0.537731949383208	Despicable Me 3 is actually based on the 4th book of Despicable Me series not 3rd one.	N	Despicable Me 3 is actually the 4th movie of the Despicable Me franchise, despite the 3 in the title.	N	000010	[]
T544C	0.5402883674802076	Despicable Me 3 directed by Steven Spielberg was shown at Annecy three weeks before it's international release.	C	Despicable Me 3 was shown at Annecy two weeks before it's nationwide release.	E	001000	['Directed by', 'Release date']
T544C	0.5734224411810835	Despicable Me 3 was  one of the biggest box office success of 2017 even being only 90 minutes long.	E	Despicable Me 3 was not a box office success compared to it's original budget.	C	000100	['Release date', 'Box office', 'Budget', 'Running time']
T544C	0.726433057518069	Despicable Me 3 was distributed by Sony pictures in USA and had a huge box office success.	E	Despicable Me 3 is an animated movie distributed by Universal Pictures in 2017.	E	000100	['Budget', 'Box office', 'Distributed by']
T544C	0.8057893466784007	All three movies of the franchise Despicable Me were huge success in Box Office.	N	Despicable Me 3 has the same cast as the first two movies of the same title.	N	000010	[]
T544C	0.8853890518889593	Despicable Me 3 is an animated movie starring Steve Carell, Kurt Russell and also Teyonah Parris; and was released in 2017.	C	Despicable Me 3 is an animated movie.	N	001000	['Release date', 'Starring']
T544C	0.9631500544851719	Despicable Me 3 is a Hollywood movie produced under DC comics and Liberty Films under direction of  Pierre Coffin and Kyle Balda.	C	Despicable Me 3 is a Hollywood movie.	E	001000	['Directed by', 'Production company']
T544C	1.0079321396696324	Despicable Me 3 has same budget as it's other two parts but earned almost twice of them.	N	Despicable Me 3 was a box office disappointment.	C	000010	[]
T928A	0.0	Charlie and the Chocolate Factory earned more than triple its budget at the box office.	C	Charlie and the Chocolate Factory earned more than triple its budget at the box office.	E	000000	['Budget', 'Box office']
T928A	0.0	Charlie and the Chocolate Factory is a film adaptation of a novel.	C	Charlie and the Chocolate Factory is a film adaptation of a novel.	E	100000	['Based on']
T928A	0.0	Charlie and the Chocolate Factory was released in four countries.	E	Charlie and the Chocolate Factory was released in four countries.	C	100000	['Release date', 'Country']
T928A	0.0	The narrator and editor of Charlie and the Chocolate Factory have the same first name.	E	The narrator and editor of Charlie and the Chocolate Factory have the same first name.	C	100000	['Edited by', 'Narrated by']
T928A	0.0	Tim Burton's film adaptation of Charlie and the Chocolate Factory was a commercial success.	C	Tim Burton's film adaptation of Charlie and the Chocolate Factory was a commercial success.	E	100000	['Budget', 'Box office']
T928A	0.23260613661045523	Several of the actors in Charlie and the Chocolate Factory debut with this movie.	N	Several of the actors in Charlie and the Chocolate Factory were from Australia.	N	000100	[]
T928A	0.28352806097674177	Tim Burton's film adaptation of Charlie and the Chocolate Factory was not released in the United States until it had already released in United Kingdom.	E	Tim Burton's film adaptation of Charlie and the Chocolate Factory was not released in the United States until it had already achieved commercial success in the United Kingdom.	C	100000	['Release date']
T928A	0.5570120772706016	Charlie and the Chocolate Factory faced severe loss only in the United States.	N	Charlie and the Chocolate Factory earned the majority of its money in the United States.	N	000100	['Country']
T928A	0.680388680290484	Charlie and the Chocolate Factory was Roald Dahl's first novel to be turned to a movie.	N	Charlie and the Chocolate Factory was Roald Dahl's most popular novel.	N	000100	['Based on']
T928B	0.21604350289830732	The narrator and editor of Charlie and the Chocolate Factory were different person.	E	The narrator and editor of Charlie and the Chocolate Factory have the same first name.	C	010000	['Edited by', 'Narrated by']
T928B	0.22950521344973016	Charlie and the Chocolate Factory is a film adaptation of a short story.	C	Charlie and the Chocolate Factory is a film adaptation of a novel.	E	010000	['Based on']
T928B	0.2899242035990368	Charlie and the Chocolate Factory earned the majority of its money in the United States where it was disrtibuted only by Warner Bros. Pictures.	N	Charlie and the Chocolate Factory earned the majority of its money in the United States.	N	001000	['Distributed by', 'Country', 'Release date']
T928B	0.3301169308097374	Charlie and the Chocolate Factory earned more than ten times its budget at the box office.	C	Charlie and the Chocolate Factory earned more than triple its budget at the box office.	E	010000	['Box office', 'Budget']
T928B	0.3387298015497029	Charlie and the Chocolate Factory was released worldwide.	E	Charlie and the Chocolate Factory was Roald Dahl's most popular novel.	N	010000	['Release date']
T928B	0.40663895812446077	Tim Burton's film adaptation of Charlie and the Chocolate Factory was not a huge commercial success, it barely made some profit.	C	Tim Burton's film adaptation of Charlie and the Chocolate Factory was a commercial success.	E	010000	['Box office', 'Budget']
T928B	0.435830328015443	Tim Burton's film adaptation of Charlie and the Chocolate Factory was released earlier in the United States and then in the United Kingdom approximately after  two weeks .	E	Tim Burton's film adaptation of Charlie and the Chocolate Factory was not released in the United States until it had already achieved commercial success in the United Kingdom.	C	010000	['Release date']
T928B	0.6244078151445868	Several of the actors nicludin Nicholas Turturro, Graham Greene and  Julia Roberts in Charlie and the Chocolate Factory were from Australia.	N	Several of the actors in Charlie and the Chocolate Factory were from Australia.	N	001000	['Starring']
T928B	0.9333796154920374	Charlie and the Chocolate Factory was Roald Dahl's most popular novel and Raul Castro produced it into a movie under direction of Jon Favreau.	N	Charlie and the Chocolate Factory was released in four countries.	C	001000	['Directed by', 'Based on', 'Produced by']
T14A	0.0	Flatliners is pretty close to two hours long.	C	Flatliners is pretty close to two hours long.	E	000000	['Running time']
T14A	0.0	Flatliners made 50 million over it's budget at the box office.	E	Flatliners made 50 million over it's budget at the box office.	C	100000	['Box office', 'Budget']
T14A	0.0	Flatliners made over double what it cost to make at the box office.	C	Flatliners made over double what it cost to make at the box office.	E	100000	['Box office', 'Budget']
T14A	0.0	Flatliners was a movie that was over two hours long.	E	Flatliners was a movie that was over two hours long.	C	100000	['Running time']
T14A	0.0	Flatliners was released in the winter of 1990.	E	Flatliners was released in the winter of 1990.	C	100000	['Release date']
T14A	0.3361838943112023	Rick Bieber put more money into Flatliners directed by Empress Teimei, than Michael Douglas did.	N	Rick Bieber put more money into Flatliners than Michael Douglas did.	N	001000	['Directed by', 'Produced by']
T14A	0.6969921919816303	Flatliners was mostly produced by Michael Douglas with Kiefer Sutherland being most paid actor .	N	Flatliners was mostly produced by Michael Douglas.	N	001000	['Produced by', 'Starring']
T14A	0.7267139607574861	Flatliners was Peter Filardi's first writing credit starring Kiefer Sutherland and Jennifer Garner.	N	Flatliners was Peter Filardi's first writing credit.	N	001000	['Starring']
T14A	0.9987573179266185	Flatliners was a film that has less than 50 million budget.	C	Flatliners was a film that was able to net money at the box office.	E	000100	['Budget']
T14B	0.0	Flatliners was a film that was not able to net money at the box office.	C	Flatliners was a film that was able to net money at the box office.	E	010000	['Box office']
T14B	0.09408496765720845	Flatliners is pretty close to three hours long.	C	Flatliners is pretty close to two hours long.	E	010000	['Running time']
T14B	0.12156127265167237	Flatliners made over triple what it cost to make at the box office.	C	Flatliners made over double what it cost to make at the box office.	E	010000	['Budget', 'Box office']
T14B	0.2653679426723778	Flatliners made 5 million over it's budget at the box office.	E	Flatliners made 50 million over it's budget at the box office.	C	010000	['Budget', 'Box office']
T14B	0.3227112231090937	Flatliners was a movie that was less than two hours long.	E	Flatliners was a movie that was over two hours long.	C	010000	['Running time']
T14B	0.37712605356216433	Flatliners was released in the summer of 1993.	E	Flatliners was released in the winter of 1990.	C	010000	['Release date']
T14B	0.7027414792950523	Flatliners was mostly editing by Robert Brown.	N	Flatliners was mostly produced by Michael Douglas.	N	000100	['Edited by']
T14B	0.8178331799091622	Rick Bieber put equal money, covering half of the budget into Flatliners than Basil Iwanyk did to .	N	Rick Bieber put more money into Flatliners than Michael Douglas did.	N	000100	['Produced by']
T14B	0.8858617478696454	Flatliners was first movie produced under Stonebridge Entertainment.	N	Flatliners was Peter Filardi's first writing credit.	N	000100	['Production Company']
T14C	0.4809301904613914	Flatliners was a hollywood movie that was less than two hours long.	E	Flatliners was a movie that was over two hours long.	C	000100	['Country', 'Running time']
T14C	0.6635394375124669	Flatliners was edited and directed by Joel Schumacher and was mostly produced by Masahito Yoshioka.	C	Flatliners was mostly produced by Michael Douglas.	N	000010	['Directed by', 'Edited by', 'Produced by']
T14C	0.7704154600844384	Flatliners brilliantly written by Bruce Shand made around ten times  what it cost to make at the box office.	C	Flatliners made over double what it cost to make at the box office.	E	000100	['Written by', 'Budget', 'Box office']
T14C	0.9088734806110204	Flatliners costed around $25 million in making and was a hit	E	Flatliners made 50 million over it's budget at the box office.	C	000010	['Box office', 'Budget']
T14C	1.0163663254542303	Flatliners was first movie directed by Joel Schumacher under EMI flims.	N	Flatliners was Peter Filardi's first writing credit.	N	000010	['Directed by', 'Production Company']
T14C	1.033304210911721	Flatliners was directed by Joel Schumacher and was released in English .	E	Flatliners was released in the winter of 1990.	C	000100	['Directed by', 'Language']
T14C	1.1178719869440794	Viggo Mortensen has more screen time in movie than Josh Lucas.	N	Flatliners was a film that was able to net money at the box office.	E	000010	['Starring']
T14C	1.2286100097746397	Flatliners was first movie produced by EMI Flims starring Kiefer Sutherland .	C	Rick Bieber put more money into Flatliners than Michael Douglas did.	N	000010	['Production Company', 'Starring']
T14C	1.336029899144563	Flatliners was distibuted by Umbrella Entertainment over most of the United State and by Columbia Pictures in other regions.	N	Flatliners is pretty close to two hours long.	E	000010	['Distributed by']
T447A	0.0	China's constitution came before the People's Republic was proclaimed.	E	China's constitution came before the People's Republic was proclaimed.	C	100000	"['Current constitution ', ""Proclamation of the People's Republic ""]"
T447A	0.0	People's Republic of China was declared ahead of the Proclamation.	C	People's Republic of China was declared ahead of the Proclamation.	E	100000	"[""Proclamation of the People's Republic "", ""People's Republic declared ""]"
T447A	0.0	The People's Republic of China had their current constitution written in the 1980s.	C	The People's Republic of China had their current constitution written in the 1980s.	E	100000	['Current constitution ']
T447A	0.0	The Proclamation of the People's Republic preceded the People's Republic declaration.	E	The Proclamation of the People's Republic preceded the People's Republic declaration.	C	100000	"[""People's Republic declared "", ""Proclamation of the People's Republic ""]"
T447A	0.4441827525756056	The People's Republic of China had a imperial unification from over 1500 years.	E	The People's Republic of China has had the same ruling families for over 1000 years.	C	000100	['First imperial unification ', 'Republic established ']
T447A	0.5053965364141095	The People's Republic of China has had similar foreign policies and never changed it's boundaries since 1949.	N	The People's Republic of China has had similar political policies since 1949.	N	000100	[]
T447A	0.5378653454428131	China has had two republic periods followed by a monarchy.	C	China has had two republic periods.	E	000000	"['Last polity admitted ', ""People's Republic declared "", ""Proclamation of the People's Republic "", 'Republic established ']"
T447A	0.6224735237224427	The current constitution has been amended many times since its inception.	N	The current constitution has not changed since its inception.	N	000100	[]
T447A	1.2106787273413637	China's imperial rulers never lost to any invaders until British Company in 18th Century.	N	China's People's Republic came because of the failings of the the government in place since 1912.	N	000010	[]
T447B	0.0	The People's Republic of China had their current constitution written in the 1950s.	C	The People's Republic of China had their current constitution written in the 1980s.	E	010000	['Current constitution ']
T447B	0.0	China's constitution came after the People's Republic was proclaimed.	E	China's constitution came before the People's Republic was proclaimed.	C	010000	"['Current constitution ', ""Proclamation of the People's Republic ""]"
T447B	0.15648868610685404	The People's Republic of China has had similar political policies since 1980 when it's constitution was established.	N	The People's Republic of China has had similar political policies since 1949.	N	001000	['Current constitution ']
T447B	0.16766954247685387	China's People's Republic established in 1912 came because of the failings of the the government in place since 1912.	N	China's People's Republic came because of the failings of the the government in place since 1912.	N	001000	['Republic established ']
T447B	0.23134007599290726	The Proclamation of the People's Republic succeced the People's Republic declaration.	E	The Proclamation of the People's Republic preceded the People's Republic declaration.	C	010000	"[""Proclamation of the People's Republic "", ""People's Republic declared ""]"
T447B	0.27783088500775693	People's Republic of China was declared after Proclamation.	C	People's Republic of China was declared ahead of the Proclamation.	E	010000	"[""People's Republic declared "", ""Proclamation of the People's Republic ""]"
T447B	0.4356110412834668	The current constitution established on 10 June 1980 has not changed since its inception.	N	The current constitution has not changed since its inception.	N	001000	['Current constitution ']
T447B	0.5323974249174978	China has already had two republic periods before 1920s.	C	China has had two republic periods.	E	010000	"[""People's Republic declared "", ""Proclamation of the People's Republic "", 'Republic established ']"
T447B	0.8451633568550289	The People's Republic of China has it's constitution established same year as it's last admitted polity .	E	The People's Republic of China has had the same ruling families for over 1000 years.	C	000010	['Current constitution ', 'Last polity admitted ']
T899A	0.0	Chengdu is a provincial city that sits around 1,600 feet in the air.	C	Chengdu is a provincial city that sits around 1,600 feet in the air.	E	100000	['Elevation']
T899A	0.0	Chengdu's downtown and Urban areas is larger than the Metro area.	E	Chengdu's downtown and Urban areas is larger than the Metro area.	C	100000	['Downtown', 'Metro', 'Urban (2018)']
T899A	0.0	Chengdu's highest elevation is over 5,000 meters.	C	Chengdu's highest elevation is over 5,000 meters.	E	100000	['Highest elevation']
T899A	0.0	Chengdu's lowest elevation is sea level.	E	Chengdu's lowest elevation is sea level.	C	100000	['Lowest elevation']
T899A	0.43440238100555056	Chengdu's downtown area covering more than 450 km2 contains the lowest elevation.	N	Chengdu's downtown area contains the lowest elevation.	N	001000	['Downtown']
T899A	0.4619705360443805	Chengdu's biggest area is nearly 10x bigger than its smallest area and has elevation less than 650 m.	N	Chengdu's biggest area is nearly 10x bigger than its smallest area.	N	001000	['Highest elevation']
T899A	0.7935328230894864	Chengdu is a large area with but not have  any classifications within it.	C	Chengdu is a large area with many different classifications.	E	010000	['Metro', 'Downtown', 'Prefecture-level & Sub-provincial city', 'Urban (2018)']
T899A	0.8877531681326627	Chengdu is the capital city of the Sichuan province with very small metro region compared to it's urban region.	N	Chengdu is the capital city of the Sichuan province.	N	001000	['Metro', 'Urban (2018)']
T899A	1.00357655190778	Chengdu have one of it's part at sea level.	E	Chengdu is the only city in China that lays below sea level.	C	000100	['Lowest elevation']
T899B	0.0	Chengdu is the only city in China that lays below sea level.	C	Chengdu is the only city in China that lays below sea level.	C	000000	[]
T899B	0.0	Chengdu's lowest elevation is not sea level.	E	Chengdu's lowest elevation is sea level.	C	010000	['Lowest elevation']
T899B	0.0	Chengdu is a provincial city that sits around 2000 feet in the air.	C	Chengdu is a provincial city that sits around 1,600 feet in the air.	E	010000	['Elevation']
T899B	0.0	Chengdu's biggest area is nearly 20x bigger than its smallest area.	N	Chengdu's biggest area is nearly 10x bigger than its smallest area.	N	000100	[]
T899B	0.1087723238659382	Chengdu's downtown and Urban areas is smaller than the Metro area.	E	Chengdu's downtown and Urban areas is larger than the Metro area.	C	010000	['Downtown', 'Metro', 'Urban (2018)']
T899B	0.284649118580997	Chengdu's urban area contains the lowest elevation.	N	Chengdu's downtown area contains the lowest elevation.	N	000100	[]
T899B	0.4283855948612618	Chengdu's highest elevation is less than 5,000 meters.	C	Chengdu's highest elevation is over 5,000 meters.	E	010000	['Highest elevation']
T899B	0.6676639457164705	Chengdu is a large area but does not have metro region there	C	Chengdu is a large area with many different classifications.	E	000010	['Metro']
T899B	0.9202828267786102	Chengdu is the 2nd most important city of the Wuhan province.	N	Chengdu is the capital city of the Sichuan province.	N	000100	[]
T1212A	0.0	Glacier National Park was designated a park less than a century ago.	E	Glacier National Park was designated a park less than a century ago.	C	100000	['Established', 'Inscription']
T1212A	0.14807841115175588	Glacier National Park established in 1925 is part of the world's first international peace park.	N	Glacier National Park is part of the world's first international peace park.	N	001000	[]
T1212A	0.14864878293308842	Glacier National Park is an American park that contains many rare wild birds.	N	Glacier National Park is an American park that contains many wild animals.	N	000100	[]
T1212A	0.1954313980017566	Glacier National Park is in two counties near Washington, D.C.	C	Glacier National Park is in two counties near Columbia Falls.	E	100000	['Location', 'Nearest city']
T1212A	0.20314065346198937	Glacier National Park is comprised of one county, Collier county, in Florida,	E	Glacier National Park is comprised of one county, Flathead County, in Montana.	C	100000	['Location']
T1212A	0.28230263021406315	Glacier National Park is over a thousand hectares and more than a century old.	C	Glacier National Park is over a million acres and more than a century old.	E	100000	['Area', 'Established']
T1212A	0.29065658737102257	Glacier National Park had more that 2 hundred thousand visitors in the year 2009.	C	Glacier National Park had more that 2 million visitors in the year 2018.	E	010000	['Visitors']
T1212A	0.33466255069273715	Glacier National Park has more visitors in 2009 than hectares.	E	Glacier National Park has more acres than 2018 visitors.	C	010000	['Visitors', 'Area']
T1212A	0.7163901132414354	Glacier National Park, which is part of the Rhône Valley is the biggest National Park of America.	N	Glacier National Park, which is part of the Waterton-Glacier International Peace Park, was established in the spring of 1910.	N	000100	[]
T1212B	0.0	Glacier National Park is in two counties near Columbia Falls.	C	Glacier National Park is in two counties near Columbia Falls.	E	100000	['Nearest city', 'Location']
T1212B	0.0749811662858438	Glacier National Park had more that 6 million visitors in the year 2018.	C	Glacier National Park had more that 2 million visitors in the year 2018.	E	110000	['Visitors']
T1212B	0.15529361977887152	Glacier National Park is an American park that contains many biodiversity hotspots.	N	Glacier National Park is an American park that contains many wild animals.	N	000100	[]
T1212B	0.16819275605721787	Glacier National Park is part of the world's first international bio-diversity park.	N	Glacier National Park is part of the world's first international peace park.	N	000100	[]
T1212B	0.19339029655149237	Glacier National Park is over a million acres but less than a century old.	C	Glacier National Park is over a million acres and more than a century old.	E	110000	['Area', 'Established', 'Inscription']
T1212B	0.2786237396685362	Glacier National Park has less acres than 2018 visitors.	E	Glacier National Park has more acres than 2018 visitors.	C	110000	['Area', 'Visitors']
T1212B	0.32386636796397916	Glacier National Park was designated a park more than a decade ago.	E	Glacier National Park was designated a park less than a century ago.	C	110000	['Established', 'Inscription']
T1212B	0.37371362586083207	Glacier National Park is comprised of two counties in Montana.	E	Glacier National Park is comprised of one county, Flathead County, in Montana.	C	010000	['Location']
T1212B	0.564810892708337	Glacier National Park, which is part of the Borobudur Bio reserve Compounds, was established by the prince.	N	Glacier National Park, which is part of the Waterton-Glacier International Peace Park, was established in the spring of 1910.	N	000100	[]
T1212C	0.0	Glacier National Park had more that 2 million visitors in the year 2009.	C	Glacier National Park had more that 2 million visitors in the year 2018.	E	100000	['Visitors']
T1212C	0.0	Glacier National Park has more acres than 2009 visitors.	E	Glacier National Park has more acres than 2018 visitors.	C	100000	['Area', 'Visitors']
T1212C	0.16492601503024115	Glacier National Park is an American park that contains many waterfalls.	N	Glacier National Park is an American park that contains many wild animals.	N	000100	[]
T1212C	0.19339029655149237	Glacier National Park is over a million acres but less than a century old.	C	Glacier National Park is over a million acres and more than a century old.	E	110000	['Area', 'Established']
T1212C	0.19699616969175698	Glacier National Park was designated a park more than a century ago.	E	Glacier National Park was designated a park less than a century ago.	C	110000	['Established', 'Inscription']
T1212C	0.2260815245901645	Glacier National Park is part of the world's first international peace park established in 1805.	N	Glacier National Park is part of the world's first international peace park.	N	001000	[]
T1212C	0.24928626552335353	Glacier National Park is in three counties near Florida.	C	Glacier National Park is in two counties near Columbia Falls.	E	110000	['Location', 'Nearest city']
T1212C	0.35174762313455854	Glacier National Park, which is part of the Waterton-Glacier International Peace Park, was inaugurated by the president.	N	Glacier National Park, which is part of the Waterton-Glacier International Peace Park, was established in the spring of 1910.	N	000100	[]
T1212C	0.37371362586083207	Glacier National Park is comprised of two counties in Florida.	E	Glacier National Park is comprised of one county, Flathead County, in Montana.	C	110000	['Location']
T1491A	0.0	Judith and the Head of Holofernes is a 20th century work of art.	C	Judith and the Head of Holofernes is a 20th century work of art.	E	100000	['Year']
T1491A	0.0	Judith and the Head of Holofernes is done in charcoal.	E	Judith and the Head of Holofernes is done in charcoal.	C	100000	['Medium']
T1491A	0.0	Judith and the Head of Holofernes is less than a foot and a half wide at it's narrower point.	C	Judith and the Head of Holofernes is less than a foot and a half wide at it's narrower point.	E	100000	['Dimensions']
T1491A	0.0	Judith and the Head of Holofernes was painted in the 1900s.	C	Judith and the Head of Holofernes was painted in the 1900s.	E	100000	['Year']
T1491A	0.0	Judith and the Head of Holofernes was painted on a massive canvas.	E	Judith and the Head of Holofernes was painted on a massive canvas.	C	100000	['Dimensions']
T1491A	0.2730795708882809	Judith and the Head of Holofernes was painted at the mid of the 16th century.	E	Judith and the Head of Holofernes was painted at the end of the 19th century.	C	000100	['Year']
T1491A	0.34737395682385325	Embrace Krit, the painter of Judith and the Head of Holofernes was from Vienna.	N	The painter of Judith and the Head of Holofernes was from Vienna.	N	001000	['Artist']
T1491A	0.6769639052480161	Embrace Krit's favorite painting was Judith and the Head of Holofernes which he completed around mid 16th century.	N	Gustav Klimt's favorite painting was Judith and the Head of Holofernes.	N	001000	['Year']
T1491A	0.8887206620470065	The Museum of Medieval Arts, Montana has the charcoal work Judith and the Head of Holofernes because it is on loan.	N	The …sterreichische Galerie has Judith and the Head of Holofernes because it is on loan.	N	001000	['Location', 'Medium']
T1491B	0.0	Judith and the Head of Holofernes was painted in the 1800s.	C	Judith and the Head of Holofernes was painted in the 1900s.	E	010000	['Year']
T1491B	0.1876982496831246	Judith and the Head of Holofernes is more than a foot and a half wide at it's narrower point.	C	Judith and the Head of Holofernes is less than a foot and a half wide at it's narrower point.	E	010000	['Dimensions']
T1491B	0.2423687446334362	Judith and the Head of Holofernes was painted at the  beginning of the 19th century.	E	Judith and the Head of Holofernes was painted at the end of the 19th century.	C	001000	['Year']
T1491B	0.24867719854087827	Judith and the Head of Holofernes was painted on a large but not massive canvas.	E	Judith and the Head of Holofernes was painted on a massive canvas.	C	010000	['Dimensions']
T1491B	0.3455896896817533	Judith and the Head of Holofernes is done in oil on canvas.	E	Judith and the Head of Holofernes is done in charcoal.	C	010000	['Medium']
T1491B	0.45800585580277065	Rembrandt Sago's favorite and most expensive painting  made by him was Judith and the Head of Holofernes.	N	Gustav Klimt's favorite painting was Judith and the Head of Holofernes.	N	000100	['Artist']
T1491B	0.48322873236340286	Judith and the Head of Holofernes is a 21st century modern oil painting work of art.	C	Judith and the Head of Holofernes is a 20th century work of art.	E	010000	['Medium', 'Year']
T1491B	0.5360030045671106	The painter of Judith and the Head of Holofernes was from France but started painting in Vienna.	N	The painter of Judith and the Head of Holofernes was from Vienna.	N	000100	[]
T1491B	0.555209365165937	The Osterreichische Galerie has Judith and the Head of Holofernes since 2004 after buying  it in 2004 in a auction.	N	The …sterreichische Galerie has Judith and the Head of Holofernes because it is on loan.	N	000100	['Location']
T1473A	0.0	Jimson Weed is a 19th century work of art.	E	Jimson Weed is a 19th century work of art.	C	100000	['Year']
T1473A	0.0	Jimson Weed is a work of art created by a woman.	C	Jimson Weed is a work of art created by a woman.	E	100000	['Artist']
T1473A	0.0	Jimson Weed is by a female artist and currently in Indiana.	C	Jimson Weed is by a female artist and currently in Indiana.	E	100000	['Artist', 'Location']
T1473A	0.0	Jimson Weed is located in the capital of Indiana.	C	Jimson Weed is located in the capital of Indiana.	E	100000	['Location']
T1473A	0.0	Jimson Weed is wider than it is tall.	E	Jimson Weed is wider than it is tall.	C	100000	['Dimensions']
T1473A	0.47420385537699916	The art piece Jimson Weed was made before of Pablo Picasso's death.	E	The art piece Jimson Weed was made two years after Georgia O'Keeffe's death.	C	000100	['Artist']
T1473A	0.5054856044916737	Jimson Weed was sold by it's artist Pablo Picasso to the Museum of Art New York for two million dollars .	N	Jimson Weed was sold to the Indianpolis Museum of Art for two million dollars.	N	001000	['Artist', 'Location']
T1473A	0.5445921143136524	Jimson Weed was Pablo Picasso's first silkscreen on canvas sold painting.	N	Jimson Weed was Georgia O'Keefe's first sold painting.	N	001000	['Type', 'Artist']
T1473A	0.7283571647787986	Jimson Weed was Pablo Picasso's most famous silkscreen on canvas type artwork.	N	Jimson Weed was Georgia O'keeffe's most famous artwork.	N	001000	['Artist', 'Type']
T1473B	0.0	Jimson Weed is a 16th century work of art.	E	Jimson Weed is a 19th century work of art.	C	010000	['Year']
T1473B	0.11294836415543556	Jimson Weed is by a male artist and currently in Indiana.	C	Jimson Weed is by a female artist and currently in Indiana.	E	010000	['Artist', 'Location']
T1473B	0.2303527295503457	Jimson Weed is a work of art created by a man in 16th century.	C	Jimson Weed is a work of art created by a woman.	E	010000	['Year', 'Artist']
T1473B	0.32681177138202394	The art piece Jimson Weed was made  before Georgia O'Keeffe's death. completed in 1599.	E	The art piece Jimson Weed was made two years after Georgia O'Keeffe's death.	C	010000	['Artist', 'Year']
T1473B	0.3450547014859324	Jimson Weed is located in the Galleria Borghese located in capital of Indiana.	C	Jimson Weed is located in the capital of Indiana.	E	010000	['Location']
T1473B	0.40815813856863375	Jimson Weed is taller than it is wide.	E	Jimson Weed is wider than it is tall.	C	010000	['Dimensions']
T1473B	0.622305804548624	Jimson Weed was Georgia O'Keeffe's most expensive  artwork ever sold.	N	Jimson Weed was Georgia O'Keefe's first sold painting.	N	000100	['Artist']
T1473B	0.6755552659246921	Jimson Weed was given to the Galleria Borghese as gift by the Georgia O'Keeffe's successors.	N	Jimson Weed was Georgia O'keeffe's most famous artwork.	N	000100	['Location']
T1473B	0.9342679755041595	Jimson Weed was Georgia O'Keeffe's last painting made by him of Oil on linen type.	N	Jimson Weed was sold to the Indianpolis Museum of Art for two million dollars.	N	000100	['Artist', 'Type']
T794A	0.0	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	E	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	C	100000	['Dimensions']
T794A	0.0	David with the Head of Goliath is an oil painting by the artist Caravaggio.	C	David with the Head of Goliath is an oil painting by the artist Caravaggio.	E	100000	['Artist', 'Medium']
T794A	0.0	David with the Head of Goliath is located in Spain.	E	David with the Head of Goliath is located in Spain.	C	100000	['Location']
T794A	0.0	David with the Head of Goliath was completed in the 17th Century.	C	David with the Head of Goliath was completed in the 17th Century.	E	100000	['Year']
T794A	0.0	David with the Head of Goliath was painted in the 17th century.	C	David with the Head of Goliath was painted in the 17th century.	E	100000	['Year']
T794A	0.26574273471787574	David with the Head of Goliath is a watercolor painting,  painted in Italy.	N	David with the Head of Goliath was painted in Italy.	N	001000	['Medium']
T794A	0.43904303262638056	David with the Head of Goliath took several years to make and finally completed in 1896.	N	David with the Head of Goliath took several years to make.	N	001000	['Year']
T794A	0.5613361886823074	David with the Head of Goliath is a watercolor painting no very big by size made.	E	David with the Head of Goliath is the size of a postage stamp.	C	000100	['Dimensions']
T794A	0.7801502127644084	The National Gallery of Spain also contains the Last Supper and The Mona Lisa.	N	The Galleria Borghese also contains the Mons Venus and The Mona Lisa.	N	000100	[]
T794B	0.0	David with the Head of Goliath is not the size of a postage stamp.	E	David with the Head of Goliath is the size of a postage stamp.	C	010000	['Dimensions']
T794B	0.0	David with the Head of Goliath is located in USA.	E	David with the Head of Goliath is located in Spain.	C	010000	['Location']
T794B	0.0	David with the Head of Goliath was painted in the 19th century.	C	David with the Head of Goliath was painted in the 17th century.	E	010000	['Year']
T794B	0.2059463617074113	David with the Head of Goliath is an acrylic painting by the artist Gretchen Wilson.	C	David with the Head of Goliath is an oil painting by the artist Caravaggio.	E	010000	['Artist', 'Medium']
T794B	0.2771725261094928	David with the Head of Goliath was completed in the previous Century.	C	David with the Head of Goliath was completed in the 17th Century.	E	010000	['Year']
T794B	0.36279750527881527	David with the Head of Goliath took only few days to be completed.	N	David with the Head of Goliath took several years to make.	N	000100	[]
T794B	0.36425677076647234	David with the Head of Goliath is a medium size painting, measuring about 3 feet tall and more than 2 feet wide.	E	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	C	010000	['Dimensions']
T794B	0.5653049389443936	David with the Head of Goliath is a modern art painted in 21st century	N	David with the Head of Goliath was painted in Italy.	N	000100	['Year']
T794B	0.755317331750928	The Museum of Modern Art, also contains some old paintings the Mons Venus and The Mona Lisa along with it's modern art.	N	The Galleria Borghese also contains the Mons Venus and The Mona Lisa.	N	000100	[]
T1618A	0.0	At it's widest point, Jupiter and Io was more than five feet long.	C	At it's widest point, Jupiter and Io was more than five feet long.	E	100000	['Dimensions']
T1618A	0.0	Jupiter and Io is a 16th century work of art.	C	Jupiter and Io is a 16th century work of art.	E	100000	['Year']
